2,2
3,7
4,5
4,4
4,2
4,3
5,4
5,8
5,7
6,4
6,3
7,3
7,8
8,2
8,4
8,9
8,5
9,3
9,8
10,9
12,4
14,9
14,4
14,6
14,7
15,2
15,3
17,4
19,7
19,1
19,8
19,3
20,4
21,2
21,9
21,3
21,7
22,1
23,5
23,3
24,2
24,5
24,9
24,6
25,5
26,1
26,4
28,2
29,4
30,5
30,1
31,8
31,2
31,6
31,4
32,1
33,5
33,2
34,5
35,9
36,6
37,4
37,8
37,6
38,5
38,7
38,9
41,8
41,2
43,4
44,5
44,1
44,6
44,2
46,8
46,6
46,2
46,5
48,4
48,6
48,5
48,8
49,9
50,1
50,9
50,7
50,6
51,1
51,4
51,7
51,6
53,5
53,2
55,8
56,7
56,8
57,1
58,3
59,8
59,4
59,6
59,5
60,5
62,7
63,6
64,6
65,8
65,6
65,3
65,1
66,6
66,5
67,8
67,7
68,1
69,4
70,5
70,6
70,4
71,6
72,6
72,5
72,2
72,1
73,4
73,7
73,3
73,5
74,9
74,2
76,3
76,7
78,4
78,5
79,8
79,5
81,3
81,5
84,8
84,5
84,7
84,4
86,3
86,4
86,7
86,2
87,4
90,9
90,1
93,8
94,6
94,3
94,2
94,8
95,1
95,5
95,3
95,7
96,7
96,5
96,8
97,8
98,7
98,1
100,6
102,3
103,3
104,7
106,3
107,1
107,4
107,8
108,1
110,6
110,5
110,9
110,8
111,6
111,3
111,8
111,5
112,8
113,5
113,7
114,7
114,3
115,8
117,8
119,8
119,4
119,3
119,1
120,2
120,9
121,2
121,4
122,8
122,1
123,3
124,8
124,3
124,2
125,3
126,2
126,3
126,4
126,9
127,3
128,4
129,2
129,1
130,8
131,1
131,4
132,5
132,1
132,6
132,4
134,8
135,8
135,6
135,4
137,5
137,3
137,4
137,2
138,6
138,7
138,3
138,2
141,3
142,3
142,9
143,1
144,9
145,7
145,8
148,3
148,4
149,4
149,7
152,8
152,4
152,9
152,3
153,3
153,2
153,8
154,7
154,1
155,4
155,1
156,2
156,7
156,9
156,4
157,1
157,3
157,4
158,5
159,4
159,8
160,5
160,6
160,9
162,7
162,8
162,9
163,3
163,9
163,1
163,5
164,6
164,9
164,5
165,1
165,5
165,7
165,9
166,9
166,3
166,4
168,5
168,9
168,1
168,7
169,6
169,8
170,9
171,4
171,5
171,7
172,8
172,1
172,3
172,5
173,6
173,4
173,7
173,9
174,6
175,7
175,6
176,2
176,9
176,7
176,3
177,5
177,2
178,6
178,1
178,8
179,2
179,9
179,5
180,3
180,4
180,7
181,4
181,2
181,6
181,3
182,7
182,6
183,1
183,4
183,8
185,8
185,5
185,1
185,2
186,6
186,4
187,4
187,9
187,7
187,8
188,9
188,4
189,6
189,7
189,8
189,4
190,6
190,2
190,7
191,6
193,3
193,9
193,6
193,2
194,8
194,5
194,1
195,3
195,6
195,1
195,2
196,4
197,6
198,8
198,6
198,4
199,7
200,4
200,2
200,7
200,8
201,3
201,4
201,5
202,2
202,7
202,4
202,6
204,8
205,9
205,8
205,7
205,3
206,1
206,6
207,1
207,7
207,9
207,2
208,5
208,9
209,9
209,8
211,7
211,4
211,6
211,9
212,7
212,5
212,3
213,5
213,9
214,6
214,7
214,3
214,5
219,7
220,8
220,3
220,4
220,1
221,3
221,8
221,5
222,8
222,2
222,4
222,7
223,7
225,8
225,6
228,8
229,9
229,5
229,4
229,6
230,4
232,8
232,9
233,7
233,1
233,2
234,2
236,2
236,3
236,1
237,2
237,5
237,6
237,1
238,9
238,1
238,6
238,4
239,5
239,8
239,3
240,5
240,1
240,9
241,5
241,3
241,6
242,6
242,7
242,3
242,9
243,4
243,6
243,3
243,5
244,1
246,7
247,2
247,3
248,6
248,3
249,2
249,6
249,4
249,3
250,7
250,2
251,3
251,8
251,9
251,5
252,8
252,1
252,5
253,7
253,6
253,2
255,1
255,8
255,7
257,7
257,9
257,3
258,5
259,5
259,6
259,1
260,1
260,5
260,7
260,8
263,1
263,7
263,8
263,2
264,6
264,8
264,4
265,7
265,3
265,6
265,2
266,9
267,1
267,6
267,8
268,8
268,4
268,2
269,9
270,5
271,9
271,3
271,4
272,1
272,8
272,6
272,2
273,8
273,9
273,6
274,5
274,8
274,9
275,9
275,4
275,8
277,6
277,9
277,3
278,6
278,5
279,6
279,2
279,5
280,9
280,1
280,8
282,6
282,3
283,3
284,4
284,5
284,2
284,3
285,6
285,1
285,2
285,3
286,3
287,3
287,5
287,1
287,7
289,3
289,4
290,9
290,1
290,4
290,2
291,9
291,5
291,7
293,1
293,5
293,3
293,7
295,4
295,9
296,2
296,5
296,1
297,2
297,5
297,3
298,4
298,5
298,3
298,1
299,4
300,1
300,7
300,2
301,9
301,1
301,7
301,2
302,4
302,7
302,6
302,1
303,9
303,5
305,2
307,8
307,2
307,1
307,9
308,6
308,9
308,8
308,3
310,2
310,6
311,9
312,1
312,4
312,9
312,2
313,7
313,8
314,8
314,1
315,6
315,5
316,4
316,5
316,8
318,1
318,8
318,5
319,9
319,7
319,2
319,6
320,2
320,5
321,5
321,8
322,4
324,9
325,5
325,4
325,1
326,8
326,2
328,2
329,4
331,2
331,3
331,6
332,2
335,8
335,5
336,8
336,1
336,3
336,2
338,8
338,9
338,4
338,1
339,6
339,7
339,2
340,4
340,3
340,6
340,5
341,1
343,7
343,9
343,3
343,2
344,5
344,1
344,2
345,1
346,5
347,2
347,7
347,5
347,6
350,6
350,2
350,3
350,7
351,4
352,5
352,6
352,9
353,5
353,2
353,9
355,4
355,9
355,2
355,6
356,5
357,4
357,2
359,7
359,6
359,2
360,5
360,7
361,1
361,7
361,3
362,3
362,6
362,5
363,5
364,8
364,1
364,6
365,7
365,9
365,6
365,3
366,3
367,7
367,2
367,5
368,2
368,1
368,8
369,3
370,3
371,3
372,2
372,3
372,9
373,2
373,9
374,5
375,3
375,1
375,4
376,7
378,8
378,3
378,2
378,9
380,6
381,5
381,4
381,2
381,1
383,4
383,7
384,9
384,7
384,5
384,8
385,1
385,8
385,6
385,7
386,2
386,6
386,3
386,8
387,1
388,8
388,9
388,4
390,4
391,5
391,8
391,7
392,7
393,9
393,5
393,7
394,2
394,9
395,2
395,9
395,3
395,5
396,1
396,3
397,7
397,2
397,9
399,3
399,4
399,8
399,1
400,5
400,3
400,1
400,9
401,9
401,6
401,4
402,3
402,8
402,2
402,4
403,7
404,1
404,4
404,2
406,9
406,2
407,7
408,6
409,7
411,9
411,3
412,9
412,4
412,3
412,8
413,9
413,3
414,1
414,8
414,5
415,9
415,7
416,5
416,7
416,8
417,3
418,4
418,3
419,4
420,9
421,9
423,1
424,2
427,9
427,3
427,6
427,7
