2,1
2,3
3,1
3,2
4,1
4,2
5,1
6,2
7,2
7,1
8,2
9,1
10,1
11,1
11,3
12,3
13,1
13,3
14,1
14,3
15,1
15,3
16,2
17,1
17,2
17,3
18,2
18,3
18,1
19,3
19,2
20,2
20,3
21,2
21,3
21,1
22,1
22,3
23,2
23,3
23,1
24,3
24,2
24,1
25,1
25,2
25,3
26,2
26,3
26,1
27,3
28,2
28,3
29,2
30,2
31,3
32,2
32,3
32,1
33,1
33,3
34,3
34,2
34,1
35,1
35,3
35,2
36,1
37,3
37,1
37,2
38,3
39,2
39,3
40,1
40,3
41,3
42,3
43,1
43,3
43,2
44,1
45,3
45,1
46,3
47,1
47,2
48,2
49,3
50,3
50,1
50,2
51,2
52,3
52,1
52,2
53,2
53,1
54,1
55,2
55,3
56,3
56,2
57,2
58,2
59,1
59,2
60,1
60,3
61,1
61,3
62,2
62,3
63,2
63,1
63,3
64,2
64,3
64,1
65,2
65,3
66,2
66,3
66,1
67,1
67,3
67,2
68,3
68,2
68,1
69,1
69,3
70,2
70,3
71,3
71,2
72,3
72,1
72,2
73,1
73,2
74,2
74,1
75,3
76,2
76,3
76,1
77,2
77,3
78,3
79,1
80,2
80,3
80,1
81,2
81,3
82,3
82,1
83,3
83,2
83,1
84,1
84,3
84,2
85,2
86,3
86,1
87,3
88,1
89,1
89,3
90,2
91,1
91,3
91,2
92,3
92,2
92,1
93,1
94,1
95,3
96,1
97,1
97,3
98,3
99,1
99,2
100,1
100,3
101,3
101,1
102,3
102,1
102,2
103,1
104,2
104,3
104,1
105,2
105,1
105,3
106,2
107,1
107,2
107,3
108,3
109,2
109,3
110,2
110,3
110,1
111,3
111,2
112,3
112,1
112,2
113,1
114,2
114,1
114,3
115,3
115,1
116,3
117,1
118,3
118,1
118,2
119,3
119,2
119,1
120,2
120,1
121,1
121,2
122,1
123,1
124,2
125,2
125,3
126,1
127,1
127,2
127,3
128,2
128,1
128,3
129,3
129,2
130,1
131,3
131,1
132,1
133,3
134,2
134,3
134,1
135,1
135,3
136,2
136,1
137,2
137,3
138,3
138,2
139,1
140,2
141,3
141,1
142,3
143,1
144,2
144,1
144,3
145,1
146,1
147,2
147,1
148,3
148,1
149,3
149,2
150,2
150,1
151,1
151,2
151,3
152,2
152,3
152,1
153,1
154,2
155,3
155,2
156,2
157,3
158,3
159,2
159,1
159,3
160,3
160,2
160,1
161,1
161,2
162,1
163,2
164,3
165,3
165,1
166,2
166,1
167,2
167,1
167,3
168,1
168,3
168,2
169,3
170,1
171,1
171,2
171,3
172,2
173,1
173,2
173,3
174,2
174,1
175,1
175,3
175,2
176,3
176,2
176,1
177,2
178,2
178,1
179,2
179,3
179,1
180,2
181,2
181,1
181,3
182,3
182,2
182,1
183,2
184,1
185,2
186,2
187,3
187,1
188,2
188,3
189,2
189,3
189,1
190,2
190,1
190,3
191,2
192,3
192,2
192,1
193,1
193,2
193,3
194,2
195,2
195,3
196,3
197,1
197,3
197,2
198,2
198,3
198,1
199,1
199,3
199,2
200,2
200,3
200,1
201,3
201,1
202,1
202,3
202,2
203,1
203,3
203,2
204,2
204,3
205,1
206,2
207,3
207,2
207,1
208,3
208,1
208,2
209,2
209,3
209,1
210,3
211,2
212,2
212,3
212,1
213,1
213,3
213,2
214,1
214,3
214,2
215,3
215,1
216,2
217,1
217,2
217,3
218,1
218,2
218,3
219,1
219,2
219,3
220,1
220,3
220,2
221,3
222,1
223,3
223,2
223,1
224,3
224,1
224,2
225,1
226,3
227,3
227,1
227,2
228,3
228,1
229,2
229,1
229,3
230,2
230,1
230,3
231,2
231,3
232,3
233,3
233,1
233,2
234,2
235,2
235,3
236,1
236,3
237,3
237,2
237,1
238,3
238,1
239,3
239,2
239,1
240,1
241,3
242,3
242,1
243,1
243,3
244,2
244,3
245,1
246,2
246,1
246,3
247,1
248,2
248,1
249,2
249,1
249,3
250,1
250,3
250,2
251,1
252,2
252,3
252,1
253,1
253,2
254,3
254,2
255,3
256,3
257,3
257,1
258,3
259,3
259,1
260,3
261,3
261,2
261,1
262,2
262,1
262,3
263,3
263,1
264,2
264,1
264,3
265,1
265,2
265,3
266,2
266,1
266,3
267,2
267,1
267,3
268,2
269,3
270,1
271,2
272,1
273,3
273,1
273,2
274,2
275,1
275,2
