2,5
2,3
3,5
3,3
3,1
3,6
4,2
4,6
4,1
4,3
5,5
5,2
6,4
6,3
6,1
6,2
6,5
7,2
7,1
8,3
8,1
8,6
9,6
10,3
11,3
11,6
11,2
11,4
11,1
12,6
12,3
12,1
12,2
12,4
13,3
13,6
13,5
14,2
14,5
14,4
14,1
14,3
15,6
16,5
16,3
16,1
17,3
17,5
17,2
17,6
17,1
18,5
19,6
19,2
19,3
19,5
20,4
20,2
20,3
20,1
20,5
21,1
22,2
22,3
22,4
23,3
24,6
24,2
24,5
25,6
25,4
25,1
25,3
26,5
26,4
26,3
26,1
27,3
27,6
27,1
27,2
27,4
28,3
28,6
28,1
28,2
29,5
29,1
29,4
29,2
29,3
30,1
30,3
30,4
30,2
30,6
31,4
31,6
32,5
32,2
33,1
33,4
33,5
33,6
33,2
34,3
34,5
35,1
35,3
35,5
35,4
36,5
37,5
37,3
37,1
37,4
38,3
38,4
38,2
38,6
38,5
39,1
39,2
39,6
39,4
40,1
40,4
40,6
40,5
40,3
41,5
41,6
41,3
41,2
41,4
42,2
43,3
43,5
44,4
44,3
44,6
44,2
44,5
45,4
46,3
46,4
47,2
48,6
48,4
49,2
49,3
49,1
49,6
49,4
50,3
50,6
50,1
50,4
50,5
51,2
52,1
53,3
53,5
53,4
53,1
54,6
54,1
54,3
54,2
54,5
55,1
55,4
55,2
56,6
56,4
56,1
56,5
56,2
57,6
58,1
58,4
58,6
59,4
59,1
60,1
60,3
60,2
60,5
60,6
61,1
61,2
61,6
61,4
61,5
62,5
62,6
62,4
62,2
62,1
63,1
63,5
63,3
63,2
64,6
64,5
64,3
64,2
64,4
65,5
65,1
65,3
65,4
66,6
66,3
67,2
67,3
67,4
67,6
67,5
68,1
68,5
69,6
69,3
70,6
70,5
70,1
70,4
71,4
71,5
71,3
72,1
73,3
73,4
73,2
73,6
74,3
74,1
74,6
74,5
75,6
75,2
75,5
75,3
76,5
77,1
77,4
78,5
78,3
78,4
78,1
78,6
79,3
80,1
80,6
80,3
81,4
81,5
81,2
81,6
81,3
82,1
82,2
82,4
83,1
83,3
83,2
83,6
83,4
84,4
84,6
84,3
84,2
84,5
85,3
85,1
85,4
85,6
86,2
86,3
86,5
86,6
87,2
87,6
88,6
88,3
88,1
88,2
89,3
90,3
90,4
90,2
90,1
90,6
91,5
91,3
91,1
91,2
91,6
92,6
92,5
92,2
93,3
93,4
93,2
93,6
93,1
94,4
94,2
95,4
95,3
95,2
95,6
95,5
96,4
96,1
96,5
97,2
97,5
97,4
97,6
97,1
98,5
98,1
99,2
99,5
99,4
99,1
99,6
100,1
100,4
100,2
100,3
100,6
101,3
101,6
101,4
101,2
101,5
102,6
102,3
102,2
102,5
102,4
103,6
103,5
104,2
104,4
105,1
105,4
105,5
105,2
106,2
106,6
106,4
106,3
107,6
107,1
107,4
107,2
107,3
108,1
108,2
108,6
109,3
109,2
109,4
109,6
110,1
111,4
111,1
112,2
112,4
113,1
113,6
113,3
113,2
114,3
115,6
116,3
116,4
116,2
117,5
117,6
117,3
117,1
118,5
118,6
118,4
118,3
118,1
119,1
119,5
120,1
120,3
120,2
120,6
121,2
121,3
121,4
121,1
122,1
122,3
123,2
123,3
124,2
124,3
124,5
125,1
125,4
126,6
126,2
126,5
126,4
126,3
127,4
127,2
127,1
127,6
128,1
129,6
129,3
129,2
129,5
130,5
131,4
132,1
132,3
132,2
132,5
132,4
133,6
133,5
133,4
133,1
134,6
134,1
134,2
135,6
136,6
136,3
136,1
137,4
137,3
137,2
138,1
138,4
139,4
139,2
139,5
139,3
139,1
140,3
140,1
141,5
142,5
143,1
143,2
143,5
143,4
144,6
144,4
144,5
144,2
144,1
145,1
145,4
145,3
146,4
